datetime,site_id,variable,observation
2013-06-11,fcre,TEMP,16.4337
2013-06-11,fcre,SALT,0
2013-06-11,fcre,OXY_oxy,287.5161
2013-06-11,fcre,CAR_dic,65.0749
2013-06-11,fcre,CAR_ch4,NA
2013-06-11,fcre,SIL_rsi,120.9013
2013-06-11,fcre,NIT_amm,0.1444
2013-06-11,fcre,NIT_nit,1.1977
2013-06-11,fcre,PHS_frp,0.1501
2013-06-11,fcre,OGM_doc,14.9519
2013-06-11,fcre,OGM_docr,201.8512
2013-06-11,fcre,OGM_poc,21.6803
2013-06-11,fcre,OGM_don,1.1306
2013-06-11,fcre,OGM_donr,10.1753
2013-06-11,fcre,OGM_pon,2.2612
2013-06-11,fcre,OGM_dop,0.0297
2013-06-11,fcre,OGM_dopr,0.2672
2013-06-11,fcre,OGM_pop,0.6928
2013-06-11,fcre,PHY_cyano,0
2013-06-11,fcre,PHY_green,0
2013-06-11,fcre,PHY_diatom,0
2013-06-12,fcre,FLOW,0.0157
2013-06-12,fcre,TEMP,17.2171
2013-06-12,fcre,SALT,0
2013-06-12,fcre,OXY_oxy,282.8252
2013-06-12,fcre,CAR_dic,65.0872
2013-06-12,fcre,CAR_ch4,NA
2013-06-12,fcre,SIL_rsi,120.9013
2013-06-12,fcre,NIT_amm,0.1354
2013-06-12,fcre,NIT_nit,1.2146
2013-06-12,fcre,PHS_frp,0.1506
2013-06-12,fcre,OGM_doc,14.9506
